name	key	ref_name	ref_key	index	value	translation
###HEADER	version-etc	###HEADER	version-etc	0	<<00000003FEFE>>			
###HEADER	class	###HEADER	class	1	ColossalFramework.Globalization.Locale, ColossalManaged, Version=0.3.0.0, Culture=neutral, PublicKeyToken=null			
###HEADER	native-name	###HEADER	native-name	2	ENGLISH			
###HEADER	english-name	###HEADER	english-name	3	(ENGLISH)			
###HEADER	app-id	###HEADER	app-id	4	<<00000000>>			
###HEADER	index-count	###HEADER	index-count	5	[[0x34F]]			
CHIRP_TREASURE_HUNT		CHIRP_TREASURE_HUNT		0	[[0xC]]			
5205	864	DLC_DESCRIPTION	ModderPack22	0	Embrace the charm of mountainous living with the “Mountain Village” pack from community creator Tomas13TO. This Content Creator Pack introduces 45 new buildings, ranging from hotels and lodges to service buildings and restaurants, enhancing the mountain village ambiance.			
5205	865	DLC_DESCRIPTION	ModderPack23	0	Get ready to elevate your city with “Map Pack 3” from the community creator TeddyRadko. This Content Creator Pack introduces 10 new maps inspired by mountain landscapes. From towering peaks to serene valleys, these provide the perfect canvas for creating your next mountain-themed municipality.			
5205	869	DLC_DESCRIPTION	RadioStation25	0	Escape to the country-side with "Harvest Harmony", a Radio Station that embodies wide-open fields and rural landscapes. With 16 tracks, you’ll be transported to rolling hills and golden sunsets, the perfect soundtrack for your journey through the farmlands.			
5205	867	DLC_DESCRIPTION	ModderPack24	0	Explore the rural side of town with "Countryside", created by community creator ’Cbudd’. This Content Creator Pack includes 54 new buildings and 33 props, such as a local food market and a town hall, all capturing the idyllic charm of peaceful countryside living.			
5205	868	DLC_DESCRIPTION	ModderPack25	0	Watch your city evolve with "Emerging Downtown", crafted by community creator ‘Smilies’. This Content Creator Pack includes over 200 assets, from small, weathered buildings to modern designs. Create a city area that transforms from rustic charm to a busy downtown.			
5205	5199	DLC_DESCRIPTION	Campus	0	Back to school! In the Campus expansion, university life abounds with new area types for any sort of student - Trade School, Liberal Arts and University.			
5205	3812	DLC_DESCRIPTION	CampusRadio	0	Relive your freshman year with a collection of College Rock, Teen Pop, Happy Punk, and Power Chord music.			
5205	5200	DLC_DESCRIPTION	UniversityCity	0	Give your city that real “university town” look and feel with a selection of new building spawns designed by Michael “KingLeno” Warren.			
5205	3811	DLC_DESCRIPTION	DeepFocus	0	For those late night term papers or relaxing city-building sessions, Deep Focus Radio has the chilled-out ambiance you need.			
5205	5197	DLC_DESCRIPTION	Industries	0	The Industries expansion allows deeper customization of industrial areas, including new content such as unique factories and supply chains for the four different resource types.			
5205	5198	DLC_DESCRIPTION	SyntheticDawn	0	Get in the groove with some stellar tunes from Synthetic Dawn, the most far-out radio station to land in Cities: Skylines, ever!			
5205	5195	DLC_DESCRIPTION	Parklife	0	Parklife is a playful expansion, making your city feel more alive with new amusement parks, nature reserves, city parks and zoos.			
5205	5192	DLC_DESCRIPTION	GreenCities	0	The Green Cities expansion adds new ways for players to build environmentally-friendly towns including ecological buildings, organic shops, electric vehicles, and services designed to make pollution a quaint notion of the past.			
5205	5190	DLC_DESCRIPTION	MassTransit	0	The Mass Transit expansion brings several new systems into play to help citizens traverse their towns in speed and style.			
5205	5186	DLC_DESCRIPTION	NaturalDisasters	0	The Natural Disasters expansion features a catalog of catastrophes to challenge mayor-players everywhere, including planning with early warning systems and emergency routes, devastating and destructive disaster effects, and caring for the populace as they struggle to rebuild.			
5205	5181	DLC_DESCRIPTION	Snowfall	0	In the Snowfall expansion, players’ cities will be covered in snow or glisten in the rain thanks to a new in-game weather system, while their civic expertise is tested by the new challenges of running a city when the temperature falls.			
5205	5183	DLC_DESCRIPTION	AfterDark	0	In the After Dark expansion, the city changes depending on the time of day and affects citizen schedules with traffic visibly slower at night and some zoned areas working below full efficiency.			
5205	5193	DLC_DESCRIPTION	EuropeanSuburbia	0	European Suburbia brings the suburban fantasy of Europe to city builders around the world with 80 new special residential buildings and props, from modder Samantha “Avanya” Woods.			
5205	5187	DLC_DESCRIPTION	HighTech	0	Bring your town into the future with a new set of unique buildings from a top Cities: Skylines modding star, Mauro "GCVos" Vos!			
5205	5185	DLC_DESCRIPTION	ArtDeco	0	Add to your city's style with a pack of new buildings from one of Cities: Skylines' top modders, Matt "Shroomblaze" Crux!			
5205	5196	DLC_DESCRIPTION	CountryRoadRadio	0	Country Road Radio features 16 original songs in four sub-genres: Appalachian Folk, Bluegrass / Honky Tonk, Nashville Modern Country, and Unplugged Country.			
5205	5194	DLC_DESCRIPTION	AllThatJazz	0	The All That Jazz radio station will feature 16 new songs across several smooth genres: Classic, Latin, Funky and Chill-Out Jazz.			
5205	3814	DLC_DESCRIPTION	Concerts	0	Concerts is a mini-expansion for the award-winning city builder that gives players the power to plan and present major concerts.			
5205	5191	DLC_DESCRIPTION	RockCity	0	Rock City Radio takes the mute out of your commute with everything from grunge and classic rock to sleaze rock and metal.			
5205	5188	DLC_DESCRIPTION	RelaxationStation	0	Take the stress out of your streets and relax while you re-district in this calming music pack for Cities: Skylines, featuring over an hour of original music.			
5205	5182	DLC_DESCRIPTION	DeluxeEdition	0	Included in the Deluxe Edition are five in-game historical monuments from around the world, the games original soundtrack as well as a digital art book.			
5205	849	DLC_DESCRIPTION	Christmas	0	With Carols, Candles and Candy, yule feel right at home with five new Holiday carols remade in multiple genres: Classic Jazz, Latin Jazz, Country, Indie and Indietronica.			
5205	5184	DLC_DESCRIPTION	MatchDay	0	Match Day allows mayor-players to add stadiums to their towns – and comes with all of the benefits and challenges of hosting major sporting events in their citizens’ backyard.			
5205	5189	DLC_DESCRIPTION	ChineseBuildings	0	Pearls from the East will bring a splash of style to your city with three original buildings, inspired by Chinese architecture and design!			
5205	5201	DLC_DESCRIPTION	ModernCityCenter	0	Get 39 wall to wall buildings by Jason “AmiPolizeiFunk” Ditmars.			
5205	3824	DLC_DESCRIPTION	DowntownRadio	0	16 original songs centered around the theme of modern lounge music with a retro vibe.			
5205	5202	DLC_DESCRIPTION	FinancialDistricts	0	Boost the economy of your City with a financial district, and use your funds to invest in the best industries for your population.  Financial Districts  adds the new feature “Investments” and more than a hundred assets to the game. 			
261		CHIRP_FIRST_LARGEAIRCRAFTSTAND		0	I heard the airport is expanding! Can't wait to see those jumbo jets arrive!			
262		CHIRP_FIRST_CONCOURSEHUB_STYLE_A		0	I think I'm lost. Where is gate 9 3/4? #Lost #HugeBuilding			
263		CHIRP_AIRPORTBUILDING		0	I wonder how long it will take to build this new #airport?			
263		CHIRP_AIRPORTBUILDING		1	I hope the architects of this new airport also think about fire safety! #firesafety #airport			
263		CHIRP_AIRPORTBUILDING		2	Can't wait to travel somewhere using the #new #airport! #IbelieveICanFly #Soon			
264		CHIRP_FIRST_AIRPORTHOTEL		0	Staying at the airport hotel is so convenient! #FrequentFlyer			
265		CHIRP_FIRST_AIRPORTHOTEL_LARGE		0	Just realised the spa is included in my hotel stay! #Luxury			
266		CHIRP_FIRST_AIRLINELOUNGE		0	I love the new airline lounge at the airport! Helps me relax after such a long flight! #TreatYourself			
267		CHIRP_FIRST_AIRPORTMETRO		0	The new metro station takes me almost to the gate! #EasyTravel			
268		CHIRP_FIRST_AVIATIONMUSEUM		0	The new aviation museum is packed with heritage planes! #PlaneFan			
269		CHIRP_RANDOM_EXP10		0	Love watching all these planes fly overhead! #PlaneSpotter			
AIINFO_ACTIVE_FLIGHTS		AIINFO_ACTIVE_FLIGHTS		0	Active flights: {0}			
MILESTONE_COMBINED_CUSTOM_DESC	3604	MILESTONE_COMBINED_CUSTOM_DESC	AirportAreaCreated	0	Create an Airport Area			
5207	AirportLevel1PaintAirportArea	MILESTONE_COMBINED_CUSTOM_DESC	AirportLevel1PaintAirportArea	0	Create an Airport Area and build an Airport Terminal			
5207	AirportLevel1	MILESTONE_COMBINED_CUSTOM_DESC	AirportLevel1	0	Build an Airport Terminal			
5207	AirportLevel2	MILESTONE_COMBINED_CUSTOM_DESC	AirportLevel2	0	Have an airport area reach level 2			
5207	AirportLevel3	MILESTONE_COMBINED_CUSTOM_DESC	AirportLevel3	0	Have an airport area reach level 3			
5207	3606	MILESTONE_COMBINED_CUSTOM_DESC	PedestrianAreaCreated	0	Paint a pedestrian area			
5207	PedestrianZoneCreated	MILESTONE_COMBINED_CUSTOM_DESC	PedestrianZoneCreated	0	Paint a pedestrian area			
5207	SELevel2	MILESTONE_COMBINED_CUSTOM_DESC	SELevel2	0	Have a Stock Exchange reach level 2			
5207	SELevel3	MILESTONE_COMBINED_CUSTOM_DESC	SELevel3	0	Have a Stock Exchange reach level 3			
5207	SELevel4	MILESTONE_COMBINED_CUSTOM_DESC	SELevel4	0	Have a Stock Exchange reach level 4			
5207	SELevel5	MILESTONE_COMBINED_CUSTOM_DESC	SELevel5	0	Have a Stock Exchange reach level 5			
5207	UseOnlyGeothermalHeating	MILESTONE_COMBINED_CUSTOM_DESC	UseOnlyGeothermalHeating	0	Use only Geothermal Heating Plants for heating			
5207	UseOnlyBoilerHeating	MILESTONE_COMBINED_CUSTOM_DESC	UseOnlyBoilerHeating	0	Use only Boiler Stations for heating			
5207	WinThreeScenarios	MILESTONE_COMBINED_CUSTOM_DESC	WinThreeScenarios	0	Win any three scenarios			
5207	DisasterNoCasualties	MILESTONE_COMBINED_CUSTOM_DESC	DisasterNoCasualties	0	Destruction with no casualties			
5207	CityParkLevel1	MILESTONE_COMBINED_CUSTOM_DESC	CityParkLevel1	0	Create a park area			
5207	CityParkLevel2	MILESTONE_COMBINED_CUSTOM_DESC	CityParkLevel2	0	Have a level 2 city park area			
5207	CityParkLevel3	MILESTONE_COMBINED_CUSTOM_DESC	CityParkLevel3	0	Have a level 3 city park area			
5207	CityParkLevel4	MILESTONE_COMBINED_CUSTOM_DESC	CityParkLevel4	0	Have a level 4 city park area			
5207	CityParkLevel5	MILESTONE_COMBINED_CUSTOM_DESC	CityParkLevel5	0	Have a level 5 city park area			
5207	AmusementParkLevel1	MILESTONE_COMBINED_CUSTOM_DESC	AmusementParkLevel1	0	Create an amusement park area			
5207	AmusementParkLevel2	MILESTONE_COMBINED_CUSTOM_DESC	AmusementParkLevel2	0	Have a level 2 amusement park area			
5207	AmusementParkLevel3	MILESTONE_COMBINED_CUSTOM_DESC	AmusementParkLevel3	0	Have a level 3 amusement park area			
5207	AmusementParkLevel4	MILESTONE_COMBINED_CUSTOM_DESC	AmusementParkLevel4	0	Have a level 4 amusement park area			
5207	AmusementParkLevel5	MILESTONE_COMBINED_CUSTOM_DESC	AmusementParkLevel5	0	Have a level 5 amusement park area			
5207	NatureReserveLevel1	MILESTONE_COMBINED_CUSTOM_DESC	NatureReserveLevel1	0	Create a nature reserve area			
5207	NatureReserveLevel2	MILESTONE_COMBINED_CUSTOM_DESC	NatureReserveLevel2	0	Have a level 2 nature reserve area			
5207	NatureReserveLevel3	MILESTONE_COMBINED_CUSTOM_DESC	NatureReserveLevel3	0	Have a level 3 nature reserve area			
5207	NatureReserveLevel4	MILESTONE_COMBINED_CUSTOM_DESC	NatureReserveLevel4	0	Have a level 4 nature reserve area			
5207	NatureReserveLevel5	MILESTONE_COMBINED_CUSTOM_DESC	NatureReserveLevel5	0	Have a level 5 nature reserve area			
5207	ZooLevel1	MILESTONE_COMBINED_CUSTOM_DESC	ZooLevel1	0	Create a zoo area			
5207	ZooLevel2	MILESTONE_COMBINED_CUSTOM_DESC	ZooLevel2	0	Have a level 2 zoo area			
5207	ZooLevel3	MILESTONE_COMBINED_CUSTOM_DESC	ZooLevel3	0	Have a level 3 zoo area			
5207	ZooLevel4	MILESTONE_COMBINED_CUSTOM_DESC	ZooLevel4	0	Have a level 4 zoo area			
5207	ZooLevel5	MILESTONE_COMBINED_CUSTOM_DESC	ZooLevel5	0	Have a level 5 zoo area			
5207	AnyParkGate	MILESTONE_COMBINED_CUSTOM_DESC	AnyParkGate	0	Build a park area gate			
5207	AnyParkLevel5	MILESTONE_COMBINED_CUSTOM_DESC	AnyParkLevel5	0	Have a level 5 park area			
5207	3678	MILESTONE_COMBINED_CUSTOM_DESC	IndustryAreaCreated	0	Create an industry area			
5207	FarmingLevel1	MILESTONE_COMBINED_CUSTOM_DESC	FarmingLevel1	0	Create a farming area			
5207	FarmingLevel2	MILESTONE_COMBINED_CUSTOM_DESC	FarmingLevel2	0	Have a level 2 farming area			
5207	FarmingLevel3	MILESTONE_COMBINED_CUSTOM_DESC	FarmingLevel3	0	Have a level 3 farming area			
5207	FarmingLevel4	MILESTONE_COMBINED_CUSTOM_DESC	FarmingLevel4	0	Have a level 4 farming area			
5207	FarmingLevel5	MILESTONE_COMBINED_CUSTOM_DESC	FarmingLevel5	0	Have a level 5 farming area			
5207	ForestryLevel1	MILESTONE_COMBINED_CUSTOM_DESC	ForestryLevel1	0	Create a forest industry area			
5207	ForestryLevel2	MILESTONE_COMBINED_CUSTOM_DESC	ForestryLevel2	0	Have a level 2 forest industry area			
5207	ForestryLevel3	MILESTONE_COMBINED_CUSTOM_DESC	ForestryLevel3	0	Have a level 3 forest industry area			
5207	ForestryLevel4	MILESTONE_COMBINED_CUSTOM_DESC	ForestryLevel4	0	Have a level 4 forest industry area			
5207	ForestryLevel5	MILESTONE_COMBINED_CUSTOM_DESC	ForestryLevel5	0	Have a level 5 forest industry area			
5207	OreLevel1	MILESTONE_COMBINED_CUSTOM_DESC	OreLevel1	0	Create an ore industry area			
5207	OreLevel2	MILESTONE_COMBINED_CUSTOM_DESC	OreLevel2	0	Have a level 2 ore industry area			
5207	OreLevel3	MILESTONE_COMBINED_CUSTOM_DESC	OreLevel3	0	Have a level 3 ore industry area			
5207	OreLevel4	MILESTONE_COMBINED_CUSTOM_DESC	OreLevel4	0	Have a level 4 ore industry area			
5207	OreLevel5	MILESTONE_COMBINED_CUSTOM_DESC	OreLevel5	0	Have a level 5 ore industry area			
5207	OilLevel1	MILESTONE_COMBINED_CUSTOM_DESC	OilLevel1	0	Create an oil industry area			
5207	OilLevel2	MILESTONE_COMBINED_CUSTOM_DESC	OilLevel2	0	Have a level 2 oil industry area			
5207	OilLevel3	MILESTONE_COMBINED_CUSTOM_DESC	OilLevel3	0	Have a level 3 oil industry area			
5207	OilLevel4	MILESTONE_COMBINED_CUSTOM_DESC	OilLevel4	0	Have a level 4 oil industry area			
5207	OilLevel5	MILESTONE_COMBINED_CUSTOM_DESC	OilLevel5	0	Have a level 5 oil industry area			
5207	3687	MILESTONE_COMBINED_CUSTOM_DESC	CampusAreaCreated	0	Create a campus area			
5207	TradeSchoolLevel1	MILESTONE_COMBINED_CUSTOM_DESC	TradeSchoolLevel1	0	Have a Trade School campus area			
5207	TradeSchoolLevel2	MILESTONE_COMBINED_CUSTOM_DESC	TradeSchoolLevel2	0	Reach Trade School reputation: Recognized			
5207	TradeSchoolLevel3	MILESTONE_COMBINED_CUSTOM_DESC	TradeSchoolLevel3	0	Reach Trade School reputation: Renowned			
5207	TradeSchoolLevel4	MILESTONE_COMBINED_CUSTOM_DESC	TradeSchoolLevel4	0	Reach Trade School reputation: Acclaimed			
5207	TradeSchoolLevel5	MILESTONE_COMBINED_CUSTOM_DESC	TradeSchoolLevel5	0	Reach Trade School reputation: Prestigious			
5207	LiberalArtsLevel1	MILESTONE_COMBINED_CUSTOM_DESC	LiberalArtsLevel1	0	Have a Liberal Arts campus area			
5207	LiberalArtsLevel2	MILESTONE_COMBINED_CUSTOM_DESC	LiberalArtsLevel2	0	Reach Liberal Arts reputation: Recognized			
5207	LiberalArtsLevel3	MILESTONE_COMBINED_CUSTOM_DESC	LiberalArtsLevel3	0	Reach Liberal Arts reputation: Renowned			
5207	LiberalArtsLevel4	MILESTONE_COMBINED_CUSTOM_DESC	LiberalArtsLevel4	0	Reach Liberal Arts reputation: Acclaimed			
5207	LiberalArtsLevel5	MILESTONE_COMBINED_CUSTOM_DESC	LiberalArtsLevel5	0	Reach Liberal Arts reputation: Prestigious			
5207	UniversityLevel1	MILESTONE_COMBINED_CUSTOM_DESC	UniversityLevel1	0	Have a University campus area			
5207	UniversityLevel2	MILESTONE_COMBINED_CUSTOM_DESC	UniversityLevel2	0	Reach University reputation: Recognized			
5207	UniversityLevel3	MILESTONE_COMBINED_CUSTOM_DESC	UniversityLevel3	0	Reach University reputation: Renowned			
5207	UniversityLevel4	MILESTONE_COMBINED_CUSTOM_DESC	UniversityLevel4	0	Reach University reputation: Acclaimed			
5207	UniversityLevel5	MILESTONE_COMBINED_CUSTOM_DESC	UniversityLevel5	0	Reach University reputation: Prestigious			
5207	MetroRequirements	MILESTONE_COMBINED_CUSTOM_DESC	MetroRequirements	0	Construct any metro station			
5207	MusicFestivalConcerts	MILESTONE_COMBINED_CUSTOM_DESC	MusicFestivalConcerts	0	{0} concerts played			
5207	CreateAllServiceBuildings	MILESTONE_COMBINED_CUSTOM_DESC	CreateAllServiceBuildings	0	Construct all city service buildings			
5207	CreateNumServiceBuildings	MILESTONE_COMBINED_CUSTOM_DESC	CreateNumServiceBuildings	0	Construct {0} city service buildings			
MILESTONE_COMBINED_CUSTOM_PROG	3604	MILESTONE_COMBINED_CUSTOM_PROG	AirportAreaCreated	0	{0} / {1}			
5282	5208	MILESTONE_COMBINED_CUSTOM_PROG	AirportLevel1PaintAirportArea	0	{0} / {1}			
5282	5209	MILESTONE_COMBINED_CUSTOM_PROG	AirportLevel1	0	{0} / {1}			
5282	5210	MILESTONE_COMBINED_CUSTOM_PROG	AirportLevel2	0	{0} / {1}			
5282	5211	MILESTONE_COMBINED_CUSTOM_PROG	AirportLevel3	0	{0} / {1}			
5282	5212	MILESTONE_COMBINED_CUSTOM_PROG	PedestrianZoneCreated	0	{0:N0} / {1:N0}			
5282	5213	MILESTONE_COMBINED_CUSTOM_PROG	SELevel2	0	{0} / {1}			
5282	5214	MILESTONE_COMBINED_CUSTOM_PROG	SELevel3	0	{0} / {1}			
5282	5215	MILESTONE_COMBINED_CUSTOM_PROG	SELevel4	0	{0} / {1}			
5282	5216	MILESTONE_COMBINED_CUSTOM_PROG	SELevel5	0	{0} / {1}			
5282	5217	MILESTONE_COMBINED_CUSTOM_PROG	UseOnlyGeothermalHeating	0	{0} / {1}			
5282	5218	MILESTONE_COMBINED_CUSTOM_PROG	UseOnlyBoilerHeating	0	{0} / {1}			
5282	5219	MILESTONE_COMBINED_CUSTOM_PROG	WinThreeScenarios	0	{0} / {1}			
5282	5220	MILESTONE_COMBINED_CUSTOM_PROG	DisasterNoCasualties	0	{0} / {1}			
5282	5221	MILESTONE_COMBINED_CUSTOM_PROG	CityParkLevel1	0	{0} / {1}			
5282	5222	MILESTONE_COMBINED_CUSTOM_PROG	CityParkLevel2	0	{0} / {1}			
5282	5223	MILESTONE_COMBINED_CUSTOM_PROG	CityParkLevel3	0	{0} / {1}			
5282	5224	MILESTONE_COMBINED_CUSTOM_PROG	CityParkLevel4	0	{0} / {1}			
5282	5225	MILESTONE_COMBINED_CUSTOM_PROG	CityParkLevel5	0	{0} / {1}			
5282	5226	MILESTONE_COMBINED_CUSTOM_PROG	AmusementParkLevel1	0	{0} / {1}			
5282	5227	MILESTONE_COMBINED_CUSTOM_PROG	AmusementParkLevel2	0	{0} / {1}			
5282	5228	MILESTONE_COMBINED_CUSTOM_PROG	AmusementParkLevel3	0	{0} / {1}			
5282	5229	MILESTONE_COMBINED_CUSTOM_PROG	AmusementParkLevel4	0	{0} / {1}			
5282	5230	MILESTONE_COMBINED_CUSTOM_PROG	AmusementParkLevel5	0	{0} / {1}			
5282	5231	MILESTONE_COMBINED_CUSTOM_PROG	NatureReserveLevel1	0	{0} / {1}			
5282	5232	MILESTONE_COMBINED_CUSTOM_PROG	NatureReserveLevel2	0	{0} / {1}			
5282	5233	MILESTONE_COMBINED_CUSTOM_PROG	NatureReserveLevel3	0	{0} / {1}			
5282	5234	MILESTONE_COMBINED_CUSTOM_PROG	NatureReserveLevel4	0	{0} / {1}			
5282	5235	MILESTONE_COMBINED_CUSTOM_PROG	NatureReserveLevel5	0	{0} / {1}			
5282	5236	MILESTONE_COMBINED_CUSTOM_PROG	ZooLevel1	0	{0} / {1}			
5282	5237	MILESTONE_COMBINED_CUSTOM_PROG	ZooLevel2	0	{0} / {1}			
5282	5238	MILESTONE_COMBINED_CUSTOM_PROG	ZooLevel3	0	{0} / {1}			
5282	5239	MILESTONE_COMBINED_CUSTOM_PROG	ZooLevel4	0	{0} / {1}			
5282	5240	MILESTONE_COMBINED_CUSTOM_PROG	ZooLevel5	0	{0} / {1}			
5282	5241	MILESTONE_COMBINED_CUSTOM_PROG	AnyParkGate	0	{0} / {1}			
5282	5242	MILESTONE_COMBINED_CUSTOM_PROG	AnyParkLevel5	0	{0} / {1}			
5282	3678	MILESTONE_COMBINED_CUSTOM_PROG	IndustryAreaCreated	0	{0} / {1}			
5282	5243	MILESTONE_COMBINED_CUSTOM_PROG	FarmingLevel1	0	{0} / {1}			
5282	5244	MILESTONE_COMBINED_CUSTOM_PROG	FarmingLevel2	0	{0} / {1}			
5282	5245	MILESTONE_COMBINED_CUSTOM_PROG	FarmingLevel3	0	{0} / {1}			
5282	5246	MILESTONE_COMBINED_CUSTOM_PROG	FarmingLevel4	0	{0} / {1}			
5282	5247	MILESTONE_COMBINED_CUSTOM_PROG	FarmingLevel5	0	{0} / {1}			
5282	5248	MILESTONE_COMBINED_CUSTOM_PROG	ForestryLevel1	0	{0} / {1}			
5282	5249	MILESTONE_COMBINED_CUSTOM_PROG	ForestryLevel2	0	{0} / {1}			
5282	5250	MILESTONE_COMBINED_CUSTOM_PROG	ForestryLevel3	0	{0} / {1}			
5282	5251	MILESTONE_COMBINED_CUSTOM_PROG	ForestryLevel4	0	{0} / {1}			
5282	5252	MILESTONE_COMBINED_CUSTOM_PROG	ForestryLevel5	0	{0} / {1}			
5282	5253	MILESTONE_COMBINED_CUSTOM_PROG	OreLevel1	0	{0} / {1}			
5282	5254	MILESTONE_COMBINED_CUSTOM_PROG	OreLevel2	0	{0} / {1}			
5282	5255	MILESTONE_COMBINED_CUSTOM_PROG	OreLevel3	0	{0} / {1}			
5282	5256	MILESTONE_COMBINED_CUSTOM_PROG	OreLevel4	0	{0} / {1}			
5282	5257	MILESTONE_COMBINED_CUSTOM_PROG	OreLevel5	0	{0} / {1}			
5282	5258	MILESTONE_COMBINED_CUSTOM_PROG	OilLevel1	0	{0} / {1}			
5282	5259	MILESTONE_COMBINED_CUSTOM_PROG	OilLevel2	0	{0} / {1}			
5282	5260	MILESTONE_COMBINED_CUSTOM_PROG	OilLevel3	0	{0} / {1}			
5282	5261	MILESTONE_COMBINED_CUSTOM_PROG	OilLevel4	0	{0} / {1}			
5282	5262	MILESTONE_COMBINED_CUSTOM_PROG	OilLevel5	0	{0} / {1}			
5282	3687	MILESTONE_COMBINED_CUSTOM_PROG	CampusAreaCreated	0	{0} / {1}			
5282	5263	MILESTONE_COMBINED_CUSTOM_PROG	TradeSchoolLevel1	0	{0} / {1}			
5282	5264	MILESTONE_COMBINED_CUSTOM_PROG	TradeSchoolLevel2	0	{0} / {1}			
5282	5265	MILESTONE_COMBINED_CUSTOM_PROG	TradeSchoolLevel3	0	{0} / {1}			
5282	5266	MILESTONE_COMBINED_CUSTOM_PROG	TradeSchoolLevel4	0	{0} / {1}			
5282	5267	MILESTONE_COMBINED_CUSTOM_PROG	TradeSchoolLevel5	0	{0} / {1}			
5282	5268	MILESTONE_COMBINED_CUSTOM_PROG	LiberalArtsLevel1	0	{0} / {1}			
5282	5269	MILESTONE_COMBINED_CUSTOM_PROG	LiberalArtsLevel2	0	{0} / {1}			
5282	5270	MILESTONE_COMBINED_CUSTOM_PROG	LiberalArtsLevel3	0	{0} / {1}			
5282	5271	MILESTONE_COMBINED_CUSTOM_PROG	LiberalArtsLevel4	0	{0} / {1}			
5282	5272	MILESTONE_COMBINED_CUSTOM_PROG	LiberalArtsLevel5	0	{0} / {1}			
5282	5273	MILESTONE_COMBINED_CUSTOM_PROG	UniversityLevel1	0	{0} / {1}			
5282	5274	MILESTONE_COMBINED_CUSTOM_PROG	UniversityLevel2	0	{0} / {1}			
5282	5275	MILESTONE_COMBINED_CUSTOM_PROG	UniversityLevel3	0	{0} / {1}			
5282	5276	MILESTONE_COMBINED_CUSTOM_PROG	UniversityLevel4	0	{0} / {1}			
5282	5277	MILESTONE_COMBINED_CUSTOM_PROG	UniversityLevel5	0	{0} / {1}			
5282	5278	MILESTONE_COMBINED_CUSTOM_PROG	MetroRequirements	0	{0} / {1}			
5282	5279	MILESTONE_COMBINED_CUSTOM_PROG	MusicFestivalConcerts	0	{0} / {1}			
5282	5280	MILESTONE_COMBINED_CUSTOM_PROG	CreateAllServiceBuildings	0	{0} / {1}			
5282	5281	MILESTONE_COMBINED_CUSTOM_PROG	CreateNumServiceBuildings	0	{0} / {1}			
CITYSERVICEPANEL_AIRLINEINFO		CITYSERVICEPANEL_AIRLINEINFO		0	Airline Info			
BUDGET_AIRPORTAREASNOTAFFECTED		BUDGET_AIRPORTAREASNOTAFFECTED		0	Airport Areas are not affected by this.			
UPDATE_POLICIES_DETAIL	145	UPDATE_POLICIES_DETAIL	HotelDiscounts	0	Adds a bonus of 200 points to the airport's attractiveness rating. Cost: ₡20 / passenger / week			
UPDATE_BUILDING_TITLE	924	UPDATE_BUILDING_TITLE	cargo_airport_trainstation_01_anim	0	Airport Cargo Train Station 			
UPDATE_MILESTONE_COMBINED_CUSTOM_DESC	5209	UPDATE_MILESTONE_COMBINED_CUSTOM_DESC	AirportLevel1	0	Build an Airport Terminal			
AIRPORTPANEL_AIRLINE		AIRPORTPANEL_AIRLINE		0	Airline			
AIRPORTPANEL_AIRLINELOCKED		AIRPORTPANEL_AIRLINELOCKED		0	Level up an airport to level 3 and build an Airline Headquarters building to found an airline and generate income by selling plane tickets.			
AIRPORTPANEL_WEEKLYPASSENGERS2		AIRPORTPANEL_WEEKLYPASSENGERS2		0	Weekly Passengers: {0}			
AIRPORTPANEL_ACTIVEFLIGHTS		AIRPORTPANEL_ACTIVEFLIGHTS		0	Active flights: {0}			
AIRPORTPANELTOOLTIP_ACTIVEFLIGHTS		AIRPORTPANELTOOLTIP_ACTIVEFLIGHTS		0	The total amount of flights currently connecting to or from this airport area.			
AIRPORTPANELTOOLTIP_SIZE		AIRPORTPANELTOOLTIP_SIZE		0	The size of the airport area in cells.			
AIRPORTPANELTOOLTIP_WEEKLYPASSENGERS		AIRPORTPANELTOOLTIP_WEEKLYPASSENGERS		0	The weekly amount of passengers using this airport. Tourists support the city’s commercial zones and residents can use the airport to enter and leave the city.			
AIRPORTPANELTOOLTIP_ATTRACTIVENESS		AIRPORTPANELTOOLTIP_ATTRACTIVENESS		0	The airport’s attractiveness score determines how many tourists the airport will attract. Tourists benefit the city by spending money in commercial zones.			
AIRPORTPANELTOOLTIP_FULLNESS		AIRPORTPANELTOOLTIP_FULLNESS		0	This chart shows how many of the available passengers seats are used on an average flight to or from this airport area.			
AIRPORTPANEL_FULLNESS		AIRPORTPANEL_FULLNESS		0	Passenger Seats			
AIRPORTPANEL_PASSENGERSINOUT		AIRPORTPANEL_PASSENGERSINOUT		0	Passengers			
AIRPORTPANEL_USED		AIRPORTPANEL_USED		0	Used			
AIRPORTPANEL_NOTUSED		AIRPORTPANEL_NOTUSED		0	Not used			
AIRPORTPANEL_TICKETINCOME		AIRPORTPANEL_TICKETINCOME		0	Projected ticket income			
AIRPORTPANELTOOLTIP_TICKETINCOME		AIRPORTPANELTOOLTIP_TICKETINCOME		0	The projected weekly income from airline ticket sales.			
AIRPORTPANEL_INCOMING		AIRPORTPANEL_INCOMING		0	Incoming			
AIRPORTPANEL_OUTGOING		AIRPORTPANEL_OUTGOING		0	Outgoing			
AIRPORTPANELTOOLTIP_INOUT		AIRPORTPANELTOOLTIP_INOUT		0	This chart compares the amounts of departing and arriving passengers in this airport area.			
