id	index	key	value	value（翻訳）	備考: 翻訳に改行が含まれているとロケール作成時にエラーになります。改行を入れないよう注意して下さい。（注：ゲーム内の改行は\nと書く）
FEATURES_DESC	Landscaping	0	You can modify the terrain with the landscaping tools!	ツールを使って地形を変更することができます。	1.4.0-f3 にて追加
FEATURES_DESC	Loans	0	You can take a small loan, with low interest.	低金利で少額の融資を受けることができます。	
FEATURES_DESC	SecondLoan	0	You can take a medium loan, with moderate interest.	中金利で中程度の額の融資を受けることができます。	
FEATURES_DESC	ThirdLoan	0	You can take a large loan, with high interest.	高金利で大規模な融資を受けることができます。	
FEATURES_DESC	Policies	0	Use policies to assign city or district wide regulations and specializations.	条例を使って都市全体や地区規模の規制や特化を設定できます。	
FEATURES_DESC	Districts	0	Districts can be used to divide your city into specialized areas with Policies.	地区は、条例とともに用いて、都市の一部を特化エリアにするのに使えます。	
FEATURES_DESC	Taxes	0	You can now adjust the taxation of different zones in the Money Panel.	経済パネルで区画ごとの税率を調整できるようになりました。	
FEATURES_DESC	Wonders	0	Monuments are the accomplishments that will make your city stand apart from other cities.	モニュメントは都市を他と差別化する偉業です。	
FEATURES_DESC	MonumentLevel2	0	Unique buildings are attractions that draw in tourists. Each Unique Building is unlocked separately and has its own requirements.	ユニーク施設は、観光客を誘致するアトラクションになります。建物はそれぞれ個別にアンロックされ、その条件も違います。	
FEATURES_DESC	MonumentLevel3	0	Unique buildings are attractions that draw in tourists. Each Unique Building is unlocked separately and has its own requirements.	ユニーク施設は、観光客を誘致するアトラクションになります。建物はそれぞれ個別にアンロックされ、その条件も違います。	
FEATURES_DESC	MonumentLevel4	0	Unique buildings are attractions that draw in tourists. Each Unique Building is unlocked separately and has its own requirements.	ユニーク施設は、観光客を誘致するアトラクションになります。建物はそれぞれ個別にアンロックされ、その条件も違います。	
FEATURES_DESC	MonumentLevel5	0	Unique buildings are attractions that draw in tourists. Each Unique Building is unlocked separately and has its own requirements.	ユニーク施設は、観光客を誘致するアトラクションになります。建物はそれぞれ個別にアンロックされ、その条件も違います。	
FEATURES_DESC	MonumentLevel6	0	Unique buildings are attractions that draw in tourists. Each Unique Building is unlocked separately and has its own requirements.	ユニーク施設は、観光客を誘致するアトラクションになります。建物はそれぞれ個別にアンロックされ、その条件も違います。	
DISCLAIMER_MESSAGE	agreedModsDisclaimer	0	Mods and other user generated content ("UGC") are fan created content that modify your game experience. Neither Paradox Interactive nor Colossal Order screen or support uploaded UGC and download of such is at your own risk. Use the same precautions that you normally use when downloading software and beware that some UGC may not be safe. Please read the EULA for more information. Use of UGC through Steam Workshop is subject to the Steam Subscriber Agreement [http://store.steampowered.com/subscriber_agreement/]	MOD およびその他のユーザーが作成したコンテンツ ("UGC") とは、ファンが製作した、ゲーム体験を変更するコンテンツのことです。\nParadox Interactive も Colossal Order もアップロードされている UGC の検査もサポートもしませんし、ダウンロードは自己責任でお願いします。\nUGCを使用するにあたり、普段ソフトウェアをダウンロードする際と同様の警戒が必要であり、安全ではないものが含まれている可能性に注意して下さい。詳しくは、EULAをご覧下さい。\nSteam Workshop 経由で入手したUGCを使用する場合は、Steam Subscriber Agreement http://store.steampowered.com/subscriber_agreement/ に同意したものと見なされます。\n	
DISCLAIMER_MESSAGE	agreedStylesDisclaimer	0	Please note that having many District styles in use may affect performance and make loading times longer. If you experience problems, try turning off District styles.	注意： 地区に建築スタイルを設定しすぎると、マシンのパフォーマンスに悪影響を及ぼし、またロード時間が長くなる場合があります。問題が起こったときは、地区の建築スタイルを無効にしてみてください。	
PROPS_TITLE	Warning Light Red	0	Red Warning Light	赤い警告灯	
PROPS_TITLE	Light Pole Orange	0	Pole-Mounted Orange Warning Light	支柱付けのオレンジの警告灯	
PROPS_TITLE	Flood Light Down Blue	0	Blue Wall-Mounted Flood light	壁付けの青い電灯	
PROPS_TITLE	Warning Light Orange	0	Orange Warning Light	オレンジの警告灯	
PROPS_TITLE	Flood Light White	0	White Flood Light	白い電灯	
PROPS_TITLE	Light Pole Red	0	Pole-Mounted Red Warning Light	支柱付けの赤い警告灯	
PROPS_TITLE	Flood Light Blue	0	Blue Flood Light	青い電灯	
PROPS_TITLE	Flood Light Down Orange	0	Orange Wall-Mounted Flood Light	壁付けのオレンジの電灯	
PROPS_TITLE	Flood Light Wall White	0	White Wall-Mounted Flood Light #2	壁付けの白い電灯 #2	
PROPS_TITLE	Flood Light Wall Blue	0	Blue Wall-Mounted Flood light #2	壁付けの青い電灯 #2	
PROPS_TITLE	Flood Light Wall Orange	0	Orange Wall-Mounted Flood Light #2	壁付けのオレンジの電灯 #2	
PROPS_TITLE	Flood Light Wall Red	0	Red Wall-Mounted Flood Light #2	壁付けの赤い電灯 #2	
PROPS_TITLE	Flood Light Down White	0	White Wall-Mounted Flood Light	壁付けの白い電灯	
PROPS_TITLE	Flood Light Down Red	0	Red Wall-Mounted Flood Light	壁付けの赤い電灯	
PROPS_TITLE	Flood Light Red	0	Red Flood Light	赤い電灯	
PROPS_TITLE	Flood Light Orange	0	Orange Flood Light	オレンジの電灯	
PROPS_TITLE	Flood Light Floor Red	0	Red Floor Light	赤い床照明	
PROPS_TITLE	Flood Light Floor White	0	White Floor Light	白い床照明	
PROPS_TITLE	Wall Light Orange	0	Orange Wall-Mounted Flood Light #2	壁付けのオレンジの電灯 #2	
PROPS_TITLE	Wall Light White	0	White Wall-Mounted Flood Light #2	壁付けの白い電灯 #2	
PROPS_TITLE	Basketball hoop	0	Basketball Hoop	バスケットボールのゴール	
PROPS_TITLE	Weighlifting bench	0	Weightlifting Bench	トレーニングベンチ	
PROPS_TITLE	Prison table	0	Prison Table	刑務所の机	
PROPS_TITLE	Prison fence	0	Prison Fence, Short	刑務所のフェンス（短）	
PROPS_TITLE	Prison fence long	0	Prison Fence, Long	刑務所のフェンス（長）	
PROPS_TITLE	flag_pole_wall	0	Wall-Mounted Flagpole	壁付けの旗竿	
PROPS_TITLE	Snowman01	0	Snowman	雪だるま	
PROPS_TITLE	Snowman02	0	Snowman	雪だるま	
PROPS_TITLE	Snowman03	0	Snowman	雪だるま	
PROPS_TITLE	Snowman Random	0	Snowman collection	雪だるまの集まり	1.4.0-f3 にて追加
PROPS_TITLE	Collapsed building	0	A heap of rubble	ガレキの山	
PROPS_TITLE	Christmas_Tree_Prop	0	Christmas Tree	クリスマスツリー	1.4.0-f3 にて追加
PROPS_TITLE	Rustic_Table	0	Rustic Table	素朴なテーブル	1.4.0-f3 にて追加
PROPS_TITLE	Snow Decal	0	Snow Decal	雪のデカール	
PROPS_TITLE	Ice Decal	0	Ice Decal	氷のデカール	
PROPS_TITLE	Curling Decal	0	Curling Decal	カーリングのデカール	
PROPS_TITLE	Reindeer_Fence	0	Reindeer Fence	トナカイフェンス	
PROPS_TITLE	Ice Bench	0	Ice Bench	氷のベンチ	
PROPS_TITLE	Snowmobile	0	Snowmobile	スノーモービル	
PROPS_TITLE	High swimming pool covered	0	High-Level Swimming Pool	高級水泳プール	
PROPS_TITLE	Swimming pool covered	0	Swimming pool	水泳プール	
PROPS_TITLE	Deck Chair Winter	0	Deck Chair	デッキチェア	
PROPS_TITLE	High Deck Chair Winter	0	High-level Deck Chair	高級デッキチェア	
PROPS_TITLE	Winter Flower Pot 01	0	Flowerpot #1	植木鉢 #1	
PROPS_TITLE	Winter Flower Pot 02	0	Flowerpot #2	植木鉢 #2	
PROPS_TITLE	Winter Flower Pot 03	0	Flowerpot #3	植木鉢 #3	
PROPS_TITLE	High Parasol Winter	0	High-Level Parasol	高級なパラソル	
PROPS_TITLE	Parasol Winter	0	Parasol	パラソル	
PROPS_TITLE	Hedge Winter 01	0	Long Hedge	長い垣根	
PROPS_TITLE	Hedge Winter 02	0	Short Hedge	短い垣根	
PROPS_TITLE	High-Tiles Winter	0	Yard Tiles	庭のタイル	
PROPS_TITLE	Tiles Winter	0	High-Level Tiling	高級なタイル	
PROPS_TITLE	Asphalt_old_winter	0	Old Asphalt	老朽化したアスファルト	
PROPS_TITLE	Winter Garden Flowers	0	Flower garden	花壇	
PROPS_TITLE	Winter Garden Fountain	0	Garden Fountain	庭園の噴水	
PROPS_TITLE	Rock 01	0	Rocks	岩	1.4.0-f3 にて追加
PROPS_TITLE	Rock 02	0	Rocks 2	岩２	1.4.0-f3 にて追加
PROPS_TITLE	Rock 03	0	Rocks 3	岩３	1.4.0-f3 にて追加
PROPS_TITLE	Rock 04	0	Rocks 4	岩４	1.4.0-f3 にて追加
PROPS_TITLE	Rock 05	0	Rocks 5	岩５	1.4.0-f3 にて追加
PROPS_TITLE	Rock 06	0	Rocks 6	岩６	1.4.0-f3 にて追加
PROPS_TITLE	Rock 07	0	Rocks 7	岩７	1.4.0-f3 にて追加
PROPS_TITLE	Rock 08	0	Rocks 8	岩８	1.4.0-f3 にて追加
PROPS_TITLE	Standing Stone 01	0	Standing Stone	立て石	1.4.0-f3 にて追加
PROPS_TITLE	Standing Stone 02	0	Standing Stone 2	立て石２	1.4.0-f3 にて追加
PROPS_TITLE	Standing Stone 03	0	Standing Stone 3	立て石３	1.4.0-f3 にて追加
PROPS_TITLE	Standing Stone 04	0	Standing Stone 4	立て石４	1.4.0-f3 にて追加
PROPS_TITLE	Standing Stone 05	0	Standing Stone 5	立て石５	1.4.0-f3 にて追加
PROPS_TITLE	Standing Stone 06	0	Standing Stone 6	立て石６	1.4.0-f3 にて追加
PROPS_TITLE	Fallen Tree 01	0	Fallen Tree	倒木	1.4.0-f3 にて追加
PROPS_TITLE	Fallen Tree 02	0	Fallen Tree 2	倒木２	1.4.0-f3 にて追加
PROPS_TITLE	Fallen Tree 03	0	Fallen Tree 3	倒木３	1.4.0-f3 にて追加
PROPS_TITLE	Fallen Tree 04	0	Fallen Tree 4	倒木４	1.4.0-f3 にて追加
PROPS_TITLE	Abandoned Car 01	0	Abandoned Car	廃車１	1.4.0-f3 にて追加
PROPS_TITLE	Abandoned Car 02	0	Abandoned Car 2	廃車２	1.4.0-f3 にて追加
PROPS_TITLE	Logo_nightwatch	0	Mightwatch Logo	Mightwatch ロゴ	
PROPS_TITLE	Logo_loimu	0	Loimu Logo	Loimu ロゴ	
PROPS_TITLE	Logo_greed_grief	0	Greed and Grief Funeral Home Logo	Greed and Grief Funeral Home ロゴ	
PROPS_TITLE	Logo_aukio	0	Aukoo Logo	Aukoo ロゴ	
PROPS_TITLE	Logo_steel_rhino	0	Steel Rhino Logo	Steel Rino ロゴ	
PROPS_TITLE	Logo_square_packages	0	Square Packages Logo	Square Packages ロゴ	
PROPS_TITLE	Logo_jubilee	0	Jubilee Logo	Jubilee ロゴ	
PROPS_TITLE	Logo_itsy_bitsy	0	Itsy Bitsy Critter Logo	Itsy Bitsy Critter ロゴ	
PROPS_TITLE	Logo_flaming_ring	0	Flaming Ring Wings Logo	Flaming Ring Wings ロゴ	
PROPS_TITLE	Logo_cinema	0	Drome Cinema Logo	Drome Cinema ロゴ	
PROPS_TITLE	Logo_pernu	0	Pernu Apparel Logo	Pemu Apparel ロゴ	
PROPS_TITLE	Logo_burned_bean	0	Burned Bean Coffee Logo	Burned Bean Coffee ロゴ	
PROPS_TITLE	Logo_sternberger	0	Sternberger Logo	Stemberger ロゴ	
PROPS_TITLE	Logo_dino	0	Dino Oil Logo	Dino Oil ロゴ	
PROPS_TITLE	logo_thelawaccounting	0	The Law Accounting Logo	The Law Accouting ロゴ	
PROPS_TITLE	logo_dobbelbock	0	Döbbelböck Logo	Döbbelböck ロゴ	
PROPS_TITLE	logo_forestfoundation	0	Forest Foundation Logo	Forest Foundation ロゴ	
PROPS_TITLE	Logo_mariina	0	Mariina Mount Accessories Logo	Mariina Mount Accessories ロゴ	
PROPS_TITLE	logo_colossalore	0	Colossal Ore Resources Logo	Colossal Ore Resources ロゴ	
PROPS_TITLE	logo_myrtlebio	0	Myrtle Bio Logo	Myrtle Bio ロゴ	
PROPS_TITLE	logo_orlysbookstore	0	Orly's Bookstore Logo	Orly's Bookstore ロゴ	
PROPS_TITLE	logo_radiclean	0	Radiclean Water Logo	Radiclean Water ロゴ	
PROPS_TITLE	logo_mattockwinch	0	Mattock and Winch Co. Logo	Mattock and Winch Co. ロゴ	
PROPS_TITLE	logo_meatybits	0	Meaty Bits Logo	Meaty Bits ロゴ	
PROPS_TITLE	logo_morellos	0	Morello's Cookie Dough Ice Cream Logo	Morello's Cookie Dough Ice Cream ロゴ	
PROPS_TITLE	Logo_neckbeard	0	Neckbeard Marnie Comics Logo	Neckbeard Marnie Comics ロゴ	
PROPS_TITLE	Logo_plastimold	0	Plastimold Logo	Plastimold ロゴ	
PROPS_TITLE	Logo_lizard	0	Indie Lizard Logo	Indie Lizard ロゴ	
PROPS_TITLE	Logo_bowling	0	Andy's Bowling Alley Logo	Andy's Bowling Alley ロゴ	
PROPS_TITLE	Logo_silky	0	Silky Milk Logo	Silky Milk ロゴ	
PROPS_TITLE	Logo_rapido	0	Rapido Motors Logo	Rapido Motors ロゴ	
PROPS_TITLE	Logo_radio	0	PNG Radio	PNGラジオ	
PROPS_TITLE	Logo_sunnygrain	0	Sunny Grain Logo	Sunny Grain ロゴ	
PROPS_TITLE	Logo_news	0	Trash News Logo	Trash News ロゴ	
PROPS_TITLE	Logo_sports	0	Steel Frame Sports Logo	Steel Frame Sports ロゴ	
PROPS_TITLE	Logo_electricity	0	Spasm Electricity Logo	Spasm Electricity ロゴ	
PROPS_TITLE	Logo_fault_tec	0	Fault-Tec Logo	Fault-Tec ロゴ	
PROPS_TITLE	Logo_williams	0	Williams Logo	Williams ロゴ	
PROPS_TITLE	Logo_banhammer	0	Banhammer Bank Logo	Banhammer Bank ロゴ	
PROPS_TITLE	Logo_barber	0	Sir Cut Alot Logo	Sir Cut Alot ロゴ	
PROPS_TITLE	logo_tyrell	0	Tyrell Logo	Tyrell ロゴ	
PROPS_TITLE	Logo_commercial_variation	0	Random Commercial Logo	ランダムロゴ (商業)	
PROPS_TITLE	Logo_commercial_variation01	0	Random Commercial Logo #2	ランダムロゴ #2 (商業)	
PROPS_TITLE	logo_office_random	0	Random Office Logo	ランダムロゴ (オフィス)	
PROPS_TITLE	Logo_industrial_variation	0	Random Industrial Logo	ランダムロゴ (産業)	
PROPS_TITLE	Billboard_small_meaty_03	0	Meaty Bits Small Billboard #3	Meaty Bits 小看板 #3	
PROPS_TITLE	Billboard_small_meaty_02	0	Meaty Bits Small Billboard #2	Meaty Bits 小看板 #2	
PROPS_TITLE	Billboard_small_meaty_01	0	Meaty Bits Small Billboard #1	Meaty Bits 小看板 #1	
PROPS_TITLE	Billboard_small_nightwatch_03	0	Mightwatch Small Billboard #3	Mightwatch 小看板 #3	
PROPS_TITLE	Billboard_small_nightwatch_02	0	Mightwatch Small Billboard #2	Mightwatch 小看板 #2	
PROPS_TITLE	Billboard_small_nightwatch_01	0	Mightwatch Small Billboard #1	Mightwatch 小看板 #1	
PROPS_TITLE	Billboard_small_go_nuts_03	0	Go Nuts Doughnuts Small Billboard #3	ゴーナッツドーナッツの小看板 #3	
PROPS_TITLE	Billboard_small_go_nuts_02	0	Go Nuts Doughnuts Small Billboard #2	ゴーナッツドーナッツの小看板 #2	
PROPS_TITLE	Billboard_small_go_nuts_01	0	Go Nuts Doughnuts Small Billboard #1	ゴーナッツドーナッツの小看板 #1	
PROPS_TITLE	Billboard_small_lehto_03	0	Lehto Electronics Small Billboard #3	レヒトエレクトロニクスの小看板 #3	
PROPS_TITLE	Billboard_small_lehto_02	0	Lehto Electronics Small Billboard #2	レヒトエレクトロニクスの小看板 #2	
PROPS_TITLE	Billboard_small_lehto_01	0	Lehto Electronics Small Billboard #1	レヒトエレクトロニクスの小看板 #1	
PROPS_TITLE	Billboard_small_silky_01	0	Silky Milk Small Billboard #1	シルキー牛乳の小看板 #1	
PROPS_TITLE	Billboard_small_silky_03	0	Silky Milk Small Billboard #3	シルキー牛乳の小看板 #3	
PROPS_TITLE	Billboard_small_silky_02	0	Silky Milk Small Billboard #2	シルキー牛乳の小看板 #2	
PROPS_TITLE	Billboard_small_variation_03	0	Random Small Billboard #3	ランダムな小看板 #3	
PROPS_TITLE	Billboard_small_variation_02	0	Random Small Billboard #2	ランダムな小看板 #2	
PROPS_TITLE	Billboard_small_variation_01	0	Random Small Billboard #1	ランダムな小看板 #1	
PROPS_TITLE	Billboard_medium_flat_go_nuts_02	0	Go Nuts Doughnuts Medium Billboard #2	ゴーナッツドーナッツの中看板 #2	
PROPS_TITLE	Billboard_medium_flat_go_nuts_01	0	Go Nuts Doughnuts Medium Billboard #1	ゴーナッツドーナッツの中看板 #1	
PROPS_TITLE	Billboard_medium_flat_bigbite_02	0	BigBite Medium Billboard #2	ビッグバイトの中看板 #2	
PROPS_TITLE	Billboard_medium_flat_variation_01	0	Random Medium Billboard	ランダムな中看板	
PROPS_TITLE	Billboard_medium_flat_bigbite_01	0	BigBite Medium Billboard #1	ビッグバイトの中看板 #2	
PROPS_TITLE	Billboard_big_go_nuts	0	Go Nuts Doughnuts Large Billboard #1	ゴーナッツドーナッツの大看板 #1	
PROPS_TITLE	Billboard_big_go_nuts_01	0	Go Nuts Doughnuts Large Billboard #2	ゴーナッツドーナッツの大看板 #2	
PROPS_TITLE	Billboard_big_go_nuts_02	0	Go Nuts Doughnuts Large Billboard #3	ゴーナッツドーナッツの大看板 #3	
PROPS_TITLE	Billboard_big_go_nuts_03	0	Go Nuts Doughnuts Large Billboard #4	ゴーナッツドーナッツの大看板 #4	
PROPS_TITLE	Billboard_big_bigbite	0	BigBite Large Billboard #1	ビッグバイトの大看板 #1	
PROPS_TITLE	Billboard_big_bigbite_01	0	BigBite Large Billboard #2	ビッグバイトの大看板 #2	
PROPS_TITLE	Billboard_big_bigbite_02	0	BigBite Large Billboard #3	ビッグバイトの大看板 #3	
PROPS_TITLE	Billboard_big_bigbite_03	0	BigBite Large Billboard #4	ビッグバイトの大看板 #4	
PROPS_TITLE	Billboard_big_popsoda	0	Pop Soda Large Billboard #1	ポップソーダの大看板 #1	
PROPS_TITLE	Billboard_big_popsoda_01	0	Pop Soda Large Billboard #2	ポップソーダの大看板 #2	
PROPS_TITLE	Billboard_big_popsoda_02	0	Pop Soda Large Billboard #3	ポップソーダの大看板 #3	
PROPS_TITLE	Billboard_big_popsoda_03	0	Pop Soda Large Billboard #4	ポップソーダの大看板 #4	
PROPS_TITLE	Billboard_big_yaxu	0	Yaxu Energy Large Billboard #1	Yaxuエネルギーの大看板 #1	
PROPS_TITLE	Billboard_big_yaxu_01	0	Yaxu Energy Large Billboard #2	Yaxuエネルギーの大看板 #2	
PROPS_TITLE	Billboard_big_yaxu_02	0	Yaxu Energy Large Billboard #3	Yaxuエネルギーの大看板 #3	
PROPS_TITLE	Billboard_big_yaxu_03	0	Yaxu Energy Large Billboard #4	Yaxuエネルギーの大看板 #4	
PROPS_TITLE	Billboard_big_yakisoba	0	Yakisoba Tasty Noodles Large Billboard #1	おいしい焼きそばヌードルの大看板 #1	
PROPS_TITLE	Billboard_big_yakisoba_01	0	Yakisoba Tasty Noodles Large Billboard #2	おいしい焼きそばヌードルの大看板 #2	
PROPS_TITLE	Billboard_big_yakisoba_02	0	Yakisoba Tasty Noodles Large Billboard #3	おいしい焼きそばヌードルの大看板 #3	
PROPS_TITLE	Billboard_big_yakisoba_03	0	Yakisoba Tasty Noodles Large Billboard #4	おいしい焼きそばヌードルの大看板 #4	
PROPS_TITLE	Billboard_big_jubilee	0	Jubilee Large Billboard #1	記念祭の大看板 #1	
PROPS_TITLE	Billboard_big_jubilee_01	0	Jubilee Large Billboard #2	記念祭の大看板 #2	
PROPS_TITLE	Billboard_big_jubilee_02	0	Jubilee Large Billboard #3	記念祭の大看板 #3	
PROPS_TITLE	Billboard_big_jubilee_03	0	Jubilee Large Billboard #4	記念祭の大看板 #4	
PROPS_TITLE	Billboard_big_variation_04	0	Random Large Billboard #5	ランダムな大看板 #5	
PROPS_TITLE	Billboard_big_variation_03	0	Random Large Billboard #4	ランダムな大看板 #4	
PROPS_TITLE	Billboard_big_variation_02	0	Random Large Billboard #3	ランダムな大看板 #3	
PROPS_TITLE	Billboard_big_variation_01	0	Random Large Billboard #2	ランダムな大看板 #2	
PROPS_TITLE	Billboard_big_variation	0	Random Large Billboard #1	ランダムな大看板 #1	
PROPS_TITLE	Billboard_lehto_anim	0	Lehto Electronics Animated Billboard	レヒトエレクトロニクスのアニメーション看板	
PROPS_TITLE	Billboard_silky_anim	0	Silky Milk Animated Billboard	シルキー牛乳のアニメーション看板	
PROPS_TITLE	Billboard_pop_soda_anim	0	Pop Soda Animated Billboard	ポップソーダのアニメーション看板	
PROPS_TITLE	Billboard_critter_anim	0	Itsy Bitsy Critter Animated Billboard	ちっちゃな生き物のアニメーション看板	
PROPS_TITLE	Billboard_3D_variation	0	Random 3D Billboard	ランダムな3D看板	
PROPS_TITLE	Rotating_squirrel	0	Go Nuts Doughnuts Rotating 3D Billboard #2	ゴーナッツドーナッツの回転3D看板 #2	
PROPS_TITLE	Clown	0	Clown 3D Billboard	クラウンの3D看板	
PROPS_TITLE	Rotating_morelloscone	0	Morello's Cookie Dough Ice Cream 3D Billboard	モレロのクッキー生地アイスクリームの3D看板	
PROPS_TITLE	Octopus	0	Octopus 3D Billboard	タコの3D看板	
PROPS_TITLE	Bigbite sign	0	BigBite Rotating Sign	ビッグバイトの回転看板	
PROPS_TITLE	Barrels	0	Barrels	ドラム缶	
PROPS_TITLE	Barrel 01	0	Barrel	ドラム缶	
PROPS_TITLE	Concrete block 01	0	Concrete block #1	コンクリートブロック #1	
PROPS_TITLE	Cable reel 02	0	Cable Reel #2	ケーブルリール #2	
PROPS_TITLE	Cable reel 01	0	Cable Reel #1	ケーブルリール #1	
PROPS_TITLE	Concrete support	0	Concrete support	コンクリート支柱	
PROPS_TITLE	Plank stack	0	Plank Stack	積み重ねた材木	
PROPS_TITLE	industrial_fence	0	Industrial Fence	産業用フェンス	
PROPS_TITLE	industrial_gate	0	Industrial Gate	産業用ゲート	
PROPS_TITLE	Cargo container	0	Cargo container	貨物コンテナ	
PROPS_TITLE	Industrial random	0	Random Industrial Prop	ランダムな産業部品	
PROPS_TITLE	Plank pile	0	Plank pile	材木の山	
PROPS_TITLE	Crate pile	0	Crate Pile	木箱の山	
PROPS_TITLE	Crate 01	0	Crate	木箱	
PROPS_TITLE	combustion plant roof platform	0	Roof Platform	屋上プラットホーム	
PROPS_TITLE	swing-set	0	Swing set	ブランコ	
PROPS_TITLE	High Swing set	0	High Swing Set	上級ブランコ	
PROPS_TITLE	sandbox	0	Sandbox	砂場	
PROPS_TITLE	High Sandbox	0	High-level Sandbox	上級砂場	
PROPS_TITLE	seesaw	0	Seesaw	シーソー	
PROPS_TITLE	high-seesaw	0	High-Level Seesaw	上級シーソー	
PROPS_TITLE	spinning-wheel	0	Spinning Wheel	回転遊具	
PROPS_TITLE	high-spinning-wheel	0	High-Level Spinning Wheel	上級回転遊具	
PROPS_TITLE	slide-complex	0	Slide Complex	滑り台	
PROPS_TITLE	high-slide-complex	0	High-level Slide Complex	上級滑り台	
PROPS_TITLE	Flowerpot 04	0	Flowerpot #4	植木鉢 #4	
PROPS_TITLE	Flower pot 03	0	Flowerpot #3	植木鉢 #3	
PROPS_TITLE	Flower pot 02	0	Flowerpot #2	植木鉢 #2	
PROPS_TITLE	Flower pot 01	0	Flowerpot #1	植木鉢 #1	
PROPS_TITLE	Flower pot random	0	Random Flowerpot	ランダムな植木鉢	
PROPS_TITLE	High Flower Pot 03	0	High-Level Flowerpot #3	上級植木鉢 #3	
PROPS_TITLE	High Flower Pot 02	0	High-Level Flowerpot #2	上級植木鉢 #2	
PROPS_TITLE	High Flower Pot 01	0	High-Level Flowerpot #1	上級植木鉢 #1	
PROPS_TITLE	High Flower Pot random	0	Random High-Level Flowerpot	ランダムな上級植木鉢	
PROPS_TITLE	Botanical garden flowers	0	Flower garden	花壇	
PROPS_TITLE	Garden_pot	0	Flowerpot on a Stand	自立型植木鉢	
PROPS_TITLE	Rooftop access 01	0	Rooftop Access #1	屋上扉 #1	
PROPS_TITLE	Rooftop access 02	0	Rooftop Access #2	屋上扉 #2	
PROPS_TITLE	Rooftop access 03	0	Rooftop Access #3	屋上扉 #3	
PROPS_TITLE	Rooftop access random	0	Random Rooftop Access	ランダムな屋上扉	
PROPS_TITLE	Slanted rooftop window 01	0	Slanted Rooftop Window #1	斜めの天窓 #1	
PROPS_TITLE	Slanted rooftop window 02	0	Slanted Rooftop Window #2	斜めの天窓 #2	
PROPS_TITLE	Slanted rooftop window 03	0	Slanted Rooftop Window #3	斜めの天窓 #3	
PROPS_TITLE	Rooftop window 01	0	Rooftop Window #1	天窓 #1	
PROPS_TITLE	Rooftop window 02	0	Rooftop Window #2	天窓 #2	
PROPS_TITLE	Rooftop window 03	0	Rooftop Window #3	天窓 #3	
PROPS_TITLE	Rooftop window random	0	Random Rooftop Window	ランダムな天窓	
PROPS_TITLE	Radio mast	0	Radio Mast	電波塔	
PROPS_TITLE	Microwave antenna	0	Microwave Antenna	マイクロ波アンテナ	
PROPS_TITLE	Satellite	0	Satellite Dish	衛星テレビ受信用アンテナ	
PROPS_TITLE	Wifi antenna	0	Wi-Fi Antenna	Wi-Fiアンテナ	
PROPS_TITLE	Solar panel 03	0	Medium Solar Panel	中規模ソーラーパネル	
PROPS_TITLE	Solar panel 02	0	Large Solar Panel	大規模ソーラーパネル	
PROPS_TITLE	Solar panel 01	0	Small Solar Panel	小規模ソーラーパネル	
PROPS_TITLE	Trashpile	0	Trashpile	ゴミの山	
PROPS_TITLE	TrashCan02	0	Trash Can #2	ゴミ箱 #2	
PROPS_TITLE	TrashCan01	0	Trash Can #1	ゴミ箱 #1	
PROPS_TITLE	Trash container 01	0	Trash Container	大きいゴミ箱	
PROPS_TITLE	Bench 01	0	Bench	ベンチ	
PROPS_TITLE	High Bench	0	High-Level Bench	上級ベンチ	
PROPS_TITLE	table-set	0	Table Set	テーブルセット	
PROPS_TITLE	High Tableset	0	High-Level Table Set	上級テーブルセット	
PROPS_TITLE	Pavilion	0	Pavilion	あずまや	
PROPS_TITLE	dog-park-sign	0	Dog Park Sign	ドックランの看板	
PROPS_TITLE	dog-park-hoop	0	Dog Park Hoop	ドックランのフープ	
PROPS_TITLE	dog-park-teeter-totter	0	Dog Park Teeter Totter	ドックランのシーソー	
PROPS_TITLE	dog-park-water-station	0	Dog Park Water Station	ドックランの水飲み場	
PROPS_TITLE	dog-park-trash-can	0	Dog Park Trash Can	ドックランのゴミ箱	
PROPS_TITLE	dog-park-a-frame	0	Dog Park A-Frame	ドッグランのAフレーム	
PROPS_TITLE	Parking Spaces 01	0	Parking spaces #1	駐車スペース #1	
PROPS_TITLE	StreetLamp01 1	0	Street Lamp #1	街灯 #1	
PROPS_TITLE	StreetLamp02	0	Street Lamp #2	街灯 #2	
PROPS_TITLE	Vending machine	0	Vending Machine	自動販売機	
PROPS_TITLE	Small Fountain	0	Small Fountain	小さい噴水	
PROPS_TITLE	Large Fountain	0	Large Fountain	大きい噴水	
PROPS_TITLE	Botanical garden fountain	0	Garden Fountain	庭の噴水	
PROPS_TITLE	Bird bath	0	Bird bath	バードバス	
PROPS_TITLE	High Birdbath	0	High-Level Bird Bath	上級バードバス	
PROPS_TITLE	Ac box 01	0	AC unit	空調機	
PROPS_TITLE	Ac box 02	0	AC unit #2	空調機 #2	
PROPS_TITLE	Ac box 03	0	AC unit #3	空調機 #3	
PROPS_TITLE	Ac box random	0	Random AC unit	ランダムな空調機	
PROPS_TITLE	Rotating ac	0	Rotating AC Vent	回転式空調排気口	
PROPS_TITLE	Mailbox01	0	Mailbox #1	郵便ポスト #1	
PROPS_TITLE	mailbox02	0	Mailbox #2	郵便ポスト #2	
