0	ref_name	index	key	value	value(翻訳）	備考: 翻訳に改行が含まれているとロケール作成時にエラーになります。改行を入れないよう注意して下さい。（注：ゲーム内の改行は\nと書く）	更新日
3926	NOTIFICATION_TITLE	DirtyWater	0	Citizens are sick!	市民が病気になりました！		
3927	NOTIFICATION_TITLE	Pollution	0	Citizens are sick!	市民が病気になりました！		
3928	NOTIFICATION_TITLE	Noise	0	Citizens are sick!	市民が病気になりました！		
3929	NOTIFICATION_TITLE	Crime	0	Crime rate is high!	犯罪率上昇！		
3930	NOTIFICATION_TITLE	TurnedOff	0	Building is turned off!	この建物は停止中です！		
3931	NOTIFICATION_TITLE	ToofewServices	0	Too few services!	公共サービスが少なすぎます！		
3932	NOTIFICATION_TITLE	LandValueLow	0	Low land value!	地価が低すぎます！		
3933	NOTIFICATION_TITLE	ElectricityNotConnected	0	Power is not connected!	電源が接続されていません！		
3934	NOTIFICATION_TITLE	NoFuel	0	Not enough fuel!	燃料が足りません！		
3935	NOTIFICATION_TITLE	RoadNotConnected	0	No road access!	道路が接続されていません！		
3936	NOTIFICATION_TITLE	WaterNotConnected	0	Water pipe not connected!	水道管が接続されていません！		
3937	NOTIFICATION_TITLE	Sewage	0	Sewage is backing up!	下水が逆流しています！		
3938	NOTIFICATION_TITLE	Death	0	A dead person is waiting for transport!	霊柩車を待っています！		
3939	NOTIFICATION_TITLE	LandfillFull	0	No more room!	空きがありません！		
3940	NOTIFICATION_TITLE	Emptying	0	Building is emptying!	他の施設に搬出しています！		
3941	NOTIFICATION_TITLE	LineNotConnected	0	Transport line not connected!	路線が接続されていません！		
3942	NOTIFICATION_TITLE	NoCustomers	0	Not enough customers!	消費者が不足しています！		
3943	NOTIFICATION_TITLE	NoResources	0	Not enough raw materials!	充分な原料がありません！		11/1
3944	NOTIFICATION_TITLE	NoGoods	0	Not enough goods to sell!	充分な商品がありません！		
3945	NOTIFICATION_TITLE	NoPlaceforGoods	0	Not enough buyers for products!	生産品を販売する店舗が足りません！		
3946	NOTIFICATION_TITLE	NoWorkers	0	Not enough workers!	労働者が不足しています！		
3947	NOTIFICATION_TITLE	NoEducatedWorkers	0	Not enough educated workers!	教育を受けた労働者が不足しています！		
3948	NOTIFICATION_TITLE	TaxesTooHigh	0	Taxes too high!	税金が高すぎます！		
3949	NOTIFICATION_TITLE	EmptyingFinished	0	Emptying Finished!	撤去が完了しました！		
3950	NOTIFICATION_TITLE	Sick	0	Citizens are sick!	市民が病気になりました！		
3951	NOTIFICATION_TITLE	Flood	0	Building is flooding!	洪水が発生しています！		
3952	NOTIFICATION_NORMAL	Prison	0	The building cannot accept any more prisoners because it's full. Make sure you have enough Prisons in the city to handle all criminals!	施設が満員のため、これ以上囚人を収容できません。必ず都市の犯罪者すべてに対応できるだけの刑務所を設けるようにしてください！		
3953	NOTIFICATION_NORMAL	Snow	0	Snow has piled up!	雪が積もりすぎています！		
3954	NOTIFICATION_NORMAL	DepotNotConnected	0	Needs to be connected to lines! Make sure vehicles from the depot can reach public transport lines.	路線が接続されている必要があります！ 車庫や格納庫から公共輸送路線に到達できるか確認してください。		
3955	NOTIFICATION_NORMAL	HeatingNotConnected	0	Connect heating service building to the water network to allow heat to be delivered.	暖房熱を建物に供給するために建物を配管ネットワークに接続してください。		
3956	NOTIFICATION_NORMAL	Heating	0	Not enough heat! The building is connected to heating, but still needs to use electricity for heat. If you wish for it to use heating, make sure you produce enough.	熱供給が不十分です！ 建物は暖房熱供給網に接続されていますが、まだ電力で不足分を補う必要があります。ここに暖房を供給したいなら、十分な供給能力があるか確認してください。		
3957	NOTIFICATION_NORMAL	TrackNotConnected	0	Track not connected!	線路が接続されていません！		
3958	NOTIFICATION_NORMAL	StructureDamaged	0	Structure has collapsed!	建物が崩壊しました！		
3959	NOTIFICATION_NORMAL	ReadyForRebuild	0	The area has been searched and is ready for automatic rebuilding once demand for zone is up.	この区画は調査が完了しました。十分な需要があれば新しい建物が建つでしょう。		
3960	NOTIFICATION_NORMAL	NoFood	0	Make sure there is enough industrial area to produce goods.	製品を製造するのに充分な工業区画があることを確認して下さい。		
3961	NOTIFICATION_NORMAL	Evacuating	0	The shelter is set to evacuate citizens on its cover range.	シェルターは避難範囲の市民が避難できるよう設置されています。		
3962	NOTIFICATION_NORMAL	NoGoodsShelter	0	The stockpiled food, clothing and sanitary supplies are running low. Make sure shelter gets more goods!	備蓄食糧や衣服、衛生用品などが不足しています。シェルターが商品を確保できるようにしてください！		
3963	NOTIFICATION_NORMAL	NoWaterShelter	0	The Shelter does not have enough water for its inhabitants. Make sure the water system is running and that the Shelter is connected to it.	シェルター内の住民に必要な水が足りません。水道設備が稼働していること、シェルターに接続されていることを確認してください。		
3964	NOTIFICATION_NORMAL	NoElectricityShelter	0	The Shelter does not have enough electricity to run properly. Make sure the electricity grid is up and the Shelter is connected to it.	シェルターを適切に稼働させる電気が不足しています。送電経路がシェルターに繋がっていることを確認してください。		
3965	NOTIFICATION_NORMAL	NoPark	0	This building needs to be inside a Park Area to function properly.	この建物は、パークのエリア以外では適切に機能しません。	1.10.0-f3 にて追加	
3966	NOTIFICATION_NORMAL	PathNotConnected	0	No path or road access! Make sure pedestrians can reach the building entrance. Road access is needed in case the Park Area does not have a Main Gate.	歩行者用の接続がありません！　道路か小道をつなぎ、歩行者が建物の入り口にたどり着けるようにしてください。パークにメインゲートがない場合は、道路の接続が必要です。	1.10.0-f3 にて追加	
3967	NOTIFICATION_NORMAL	NoMainGate	0	The Side Gate cannot operate properly without a Main Gate.	サイドゲートは、メインゲートなしでは適切に機能しません。	1.10.0-f3 にて追加	
3968	NOTIFICATION_NORMAL	NoNaturalResources	0	Extractor is missing natural resources. This building won't produce raw materials required for processing buildings. \nPlace extractor building on natural resource needed for Industry Area type:\n- Farming Industry require fertile land\n- Forest Industry require forest\n- Ore Industry require ore deposit\n- Oil Industry require oil\n	採取施設に必要な天然資源がありません。採取施設は加工施設に必要な原料を生産できません。 \n採取施設は産業エリアの種類に合った天然資源がある場所に設置してください：\n- 農業には「肥沃な土地」が必要です\n- 林業には「森林」が必要です\n- 鉱業には「鉱物」が必要です\n- 石油産業には「原油」が必要です\n	1.11.0-f3 にて追加	2018/11/3
3969	NOTIFICATION_NORMAL	NoInputProducts	0	Low amount of special goods available.\nMake sure trucks carrying them from processing buildings can reach the Unique Factory.\n\nIf the missing resource is produced in a far away place, building a warehouse storing it nearby can help ensure that there is always some available.\n	利用できる特殊製品の量がごくわずかです。\n加工施設から経路を作り、ユニーク工場へ特殊製品を運送できるようにしてください。\n\n不足している材料が遠くの場所で生産されている場合は、材料を在庫する倉庫を近くに設置し、いつでも使えるようにしておきましょう。\n	1.11.0-f3 にて追加	
3970	NOTIFICATION_NORMAL	NoResourcesIN	0	Low amount of raw materials available. \nRaw materials are needed for production, so make sure trucks carrying them can reach the building.\n\nFor processing buildings in industry areas, having a nearby storage building storing the raw material can help ensure that there is always some available.\n	利用できる原料の量がごくわずかです。\n工場の操業には原料が必要です。採取施設から経路を作り、ユニーク工場へ原料を運送できるようにしてください。\n\n加工施設の近くに原料の貯蔵施設を設置すれば、いつでも使えるようになります。\n	1.11.0-f3 にて追加	
3971	NOTIFICATION_NORMAL	NotInIndustryArea	0	Industry buildings do not operate outside industry area.	産業建物は産業エリア以外では機能しません。	1.11.0-f3 にて追加	
3972	NOTIFICATION_NORMAL	WrongAreaType	0	Industry buildings require an area with a main building of the same type.	産業建物は、同じタイプの本館があるエリアに建てる必要があります。	1.11.0-f3 にて追加	
3973	NOTIFICATION_NORMAL	ResourceNotSelected	0	No resource is selected for storage in this warehouse.\nTo start storing a resource, select one from the dropdown menu.\n	倉庫に在庫しておくモノが指定されていません。原料や商品の在庫をするために、ドロップダウンメニューから在庫するモノを選択してください。	1.11.0-f3 にて追加	
3974	NOTIFICATION_NORMAL	Garbage	0	There's some garbage piled up. \nMake sure garbage trucks can reach the building.\n	ゴミがあふれています！\n必ずゴミ収集トラックが建物に到着できるようにしてください。\n		
3975	NOTIFICATION_NORMAL	Electricity	0	There are occasional power shortages. \nMake sure your power plants have enough supply for the whole city.\n	電力が不足しています！\n必ず発電所の電力供給量が街全体をカバーできるようにしてください。\n		
3976	NOTIFICATION_NORMAL	Water	0	Building is in need of fresh water. \nMake sure your water pumps and towers can supply the whole city.\n	新鮮な水を必要としています！\nポンプ場と給水塔が街全体に水を供給できているか確認してください。\n		
3977	NOTIFICATION_NORMAL	Fire	0	Oh no, a fire! Luckily it's only a small one.	あっ！ 火事です！ 幸いにもまだボヤ程度です。		
3978	NOTIFICATION_NORMAL	DirtyWater	0	Dirty water is making citizens feel nauseous. \nMake sure your source of drinking water is not polluted.\n	上水が汚染され、市民が体調を崩し始めています。\n上水の供給源が汚染されていないか確かめてください。\n		2018/6/16
3979	NOTIFICATION_NORMAL	Pollution	0	The ground is polluted and it's making citizens feel nauseous. \nMake sure there is healthcare available.\n	土壌が汚染され、市民が体調を崩し始めています。\n利用可能な医療施設があることを確かめてください。\n		2018/9/28
3980	NOTIFICATION_NORMAL	Noise	0	Citizens are not feeling too well because of noise pollution in the area. \nMake sure there is healthcare available.\n	市民は、そのエリアの騒音公害のためにあまり気分がよくありません。\n利用可能な医療施設があることを確かめてください。\n		
3981	NOTIFICATION_NORMAL	Crime	0	The neigborhood does not feel as safe as before due to a rise in crime. \nMake sure police can reach the building.\n	近隣は犯罪の上昇により以前ほど安全に感じません。\n警察が建物に到着することができることを確かめてください。\n		
3982	NOTIFICATION_NORMAL	TurnedOff	0	Building is closed and not working!	建物は停止中です！		11/16
3983	NOTIFICATION_NORMAL	ToofewServices	0	Citizens wish more services were available in the area.	市民は、より多くの公共サービスがそのエリアにおいて利用可能になるよう願っています。		
3984	NOTIFICATION_NORMAL	LandValueLow	0	Low land value affects the building negatively. \nMake sure there are parks and the ground is not polluted.\n	低い地価は建物に悪影響を及ぼします。\n公園があり、地面が汚染されないことを確かめてください。\n		
3985	NOTIFICATION_NORMAL	ElectricityNotConnected	0	Power is not connected. Make sure electricity reaches this building.	電力が供給されていません。電気が建物に届くことを確かめてください。		2018/6/18
3986	NOTIFICATION_NORMAL	NoFuel	0	Building does not have enough fuel to function properly. \nMake sure trucks carrying it can reach the building from outside the city.\n	建物を十分機能させるために必要な燃料が足りません。\n燃料を運ぶトラックが都市の外からこの建物に到着することができることを確かめてください。\n		
3987	NOTIFICATION_NORMAL	RoadNotConnected	0	No road access! Make sure cars and pedestrians can reach the entrance.	道路が接続されていません！　自動車や歩行者が建物の入り口にたどり着けるようにしてください。		2018/6/18
3988	NOTIFICATION_NORMAL	WaterNotConnected	0	Building needs connection to a water pipe.	建物は水道管と接続する必要があります。		
3989	NOTIFICATION_NORMAL	Sewage	0	Smells like a sewer in here! Dirty water is not draining away as fast as it should.	ここは臭うぞ！ 汚水の流れが滞っています。		
3990	NOTIFICATION_NORMAL	Death	0	A person has passed away and is waiting for transport.	市民が息を引き取り、霊柩車を待っています。		
3991	NOTIFICATION_NORMAL	LandfillFull	0	No more room!	空きがありません！		
3992	NOTIFICATION_NORMAL	Emptying	0	Building is set to empty its content and therefore not working!	この建物は空にする設定中なので、働いていません！		11/16
3993	NOTIFICATION_NORMAL	LineNotConnected	0	Transport line not connected!	路線が接続しきれていません！		
3994	NOTIFICATION_NORMAL	NoCustomers	0	The number of customers visiting the building is low. \nMake sure there is enough residential area in the city to support your businesses.\n	建物に訪れる客が少ないです。\nビジネスを続けるために十分な住宅地があることを確認して下さい！\n		
3995	NOTIFICATION_NORMAL	NoResources	0	Low amount of raw materials available. \nRaw materials are needed for production, so make sure trucks carrying them can reach the building.\n	原料が不足しています。\n生産のためには原料が必要です。原料を輸送するトラックを建物に向かわせてください。\n		
3996	NOTIFICATION_NORMAL	NoGoods	0	Shelves are getting empty! \nMake sure there is enough industrial area to produce goods for commercial buildings.\n	在庫が不足しています！\n商品を生産する産業エリアが充分にあるか確認して下さい。\n		
3997	NOTIFICATION_NORMAL	NoPlaceforGoods	0	Goods are piling up. Zone more commercial area to create places that sell goods.	在庫が溢れかえっています。\n商品を販売する商業区画をもっと増やしてください。\n		
3998	NOTIFICATION_NORMAL	NoWorkers	0	Not enough workers. Make sure there is free residential area to allow people to move into the city.	労働者が不足しています。住民が引っ越してこれる住居区があるかどうか確認して下さい。		
3999	NOTIFICATION_NORMAL	NoEducatedWorkers	0	Building is in need of workers that have higher education. \nMake sure there are schools in the city.\n	建物はより高度な教育を受けた労働者を求めています。\n学校があるかどうか確認して下さい。\n		
4000	NOTIFICATION_NORMAL	TaxesTooHigh	0	Taxes too high!	税金が高すぎます！		
4001	NOTIFICATION_NORMAL	EmptyingFinished	0	The site has been emptied and is ready for operation.	敷地が空になり、作業の準備が完了しました。		
4002	NOTIFICATION_NORMAL	Sick	0	Citizens are not feeling too well. \nMake sure there is healthcare available.\n	市民の体調があまりよくありません。\n医療施設があるかどうか確認して下さい。\n		
4003	NOTIFICATION_NORMAL	Flood	0	Take measures to control the flood or the building is going to become abandoned or inoperational.	洪水の対策をとってください、さもないと建物は放棄され非稼動状態になります。		
4004	ACH_TITLE	LeisureSuites	0	Leisure Suites	レジャースイート		
4005	ACH_TITLE	PlayingWithTheBoys	0	Playing With The Boys	真昼のゲーム		
4006	ACH_TITLE	PrisonBreak	0	Prison Break	プリズンブレイク		
4007	ACH_TITLE	1001Nights	0	1001 Nights	千夜一夜		
4008	ACH_TITLE	QuayKing	0	Quay-King	岸壁王		
4009	ACH_TITLE	DoesMyBumLookBigInThis	0	Does My Bum Look Big In This?	お尻が大きく見えるかな？		
4010	ACH_TITLE	SingingInThe	0	Singing In The-	雨に歌えば		
4011	ACH_TITLE	FoggyWeather	0	Foggy Weather	霧がちの天気		
4012	ACH_TITLE	WithCanalsYouCan	0	With Canals You Can!	開運河		
4013	ACH_TITLE	Brrr	0	Brrr!	冬将軍		
4014	ACH_TITLE	GetYourSnowshoesReady	0	Get Your Snowshoes Ready!	雪やこんこん		
4015	ACH_TITLE	HeresATram	0	Here's A Tram	路面電車で来た		
4016	ACH_TITLE	ILoveTrams	0	I Love Trams!	路面電車大好き！		
4017	ACH_TITLE	AreTheyNakedInThere	0	Are They Naked In There?	裸のお付き合い		
4018	ACH_TITLE	ItsWintertime	0	It's Wintertime!	さあ、冬だ！		
4019	ACH_TITLE	Speedup	0	Speed up!	スピードアップ！		
4020	ACH_TITLE	ThePlowmaster	0	The Plowmaster	雪かき名人		
4021	ACH_TITLE	WeNeedSnorkels	0	We need snorkels!	シュノーケルはどこだ！？		
4022	ACH_TITLE	ShakeItUp	0	Shake It Up!	揺さぶれ！		
4023	ACH_TITLE	ItsHeadingRightForUs	0	It's heading right for us!	こっちへ一直線！		
4024	ACH_TITLE	DropTheBase	0	Drop the Base	底が抜ける		
4025	ACH_TITLE	RunBambi	0	Run, Bambi!	子鹿よ逃げろ		
4026	ACH_TITLE	ThunderAndLightning	0	Thunder and Lightning	雷鳴と稲光		
4027	ACH_TITLE	TwistAndShout	0	Twist and shout	ツイスト・アンド・シャウト		
4028	ACH_TITLE	WhatThe	0	What the...?	何…？		
4029	ACH_TITLE	EternalCity	0	Eternal City	永遠の街		
4030	ACH_TITLE	Creator	0	Creator	クリエイター		
4031	ACH_TITLE	WeHaveAWinner	0	We Have A Winner!	勝利者		
4032	ACH_TITLE	TheUnderdog	0	The Underdog	負け犬		
4033	ACH_TITLE	RejoiceAndBeFerry	0	Rejoice And Be Ferry	喜べフェリーに		
4034	ACH_TITLE	FerryFaerie	0	Ferry Faerie	フェリーの妖精郷		
4035	ACH_TITLE	Triorail	0	Triorail	トリオレール		
4036	ACH_TITLE	NotSoMono	0	Not So Mono	もはや一本ではない		
4037	ACH_TITLE	ClarkCable	0	Clark Cable	クラーク・ケーブル		
4038	ACH_TITLE	CablesGalore	0	Cables Galore	索条だらけ		
4039	ACH_TITLE	BlimpBlimp	0	Blimp? Blimp.	丸々とした飛行船		
4040	ACH_TITLE	PutSomeBlimpInYourBlimp	0	Put Some Blimp In Your Blimp	空の散歩道		
4041	ACH_TITLE	ComboBreaker	0	Combo Breaker!	合わせ技で一本！		
4042	ACH_TITLE	NomenEstOmen	0	Nomen Est Omen	名は体を表す		
4043	ACH_TITLE	Centurion	0	Centurion	百人隊長		
4044	ACH_TITLE	ItsCalledSteve	0	It's Called Steve	スティーブと呼ぼう		
4045	ACH_TITLE	TotallyInMotion	0	Mass Transit scenarios	「Mass Transit」シナリオクリア		
4046	ACH_TITLE	Reporting	0	Reporting!	報告です！		
4047	ACH_TITLE	SuperSelfSufficient	0	Super Self-Sufficient	自給自足の極み	1.9.0-f5で追加	
4048	ACH_TITLE	IToTheT	0	I to the T	I to the T	1.9.0-f5で追加	
4049	ACH_TITLE	Organistic	0	Organistic	有機都市	1.9.0-f5で追加	
4050	ACH_TITLE	GreenEnergy	0	Green Energy	グリーンエナジー	1.9.0-f5で追加	
4051	ACH_TITLE	FriendlyTeaching	0	Friendly Teaching	……に優しい教育	1.9.0-f5で追加	
4052	ACH_TITLE	GreenestCity	0	Greenest City	環境保護の天国	1.9.0-f5で追加 皮肉で「エメラルドの都」とか言いたくなるｗ	
4053	ACH_TITLE	TheParkToRuleAllParks	0	The Park To Rule All Parks	パークの王様	1.10.0-f3 にて追加	
4054	ACH_TITLE	ParkingNotForbidden	0	Parking Not Forbidden	都市にパークを	1.10.0-f3 にて追加	
4055	ACH_TITLE	Z00	0	Z00	Z00	1.10.0-f3 にて追加	
4056	ACH_TITLE	Ambulare	0	Ambulare	徒路	1.10.0-f3 にて追加	
4057	ACH_TITLE	MaintainThatPark	0	Maintain That Park	パークマスター	1.10.0-f3 にて追加	
4058	ACH_TITLE	CoasterTycoon	0	Coaster Tycoon	コースター・タイクーン	1.10.0-f3 にて追加	
4059	ACH_TITLE	Naturally	0	Naturally	自然に	1.10.0-f3 にて追加	
4060	ACH_TITLE	SightsToBeSeen	0	Sights To Be Seen	見応えのある街	1.10.0-f3 にて追加	
4061	ACH_TITLE	FullCapacity	0	Full Capacity	最大効率	1.11.0-f3 にて追加	
4062	ACH_TITLE	SerialInvestor	0	Serial Investor	複合投資家	1.11.0-f3 にて追加	
4063	ACH_TITLE	OffshoreAssets	0	Offshore Assets	海洋資源	1.11.0-f3 にて追加	
4064	ACH_TITLE	IndustryTycoon	0	Industry Tycoon	産業界のドン	1.11.0-f3 にて追加	
4065	ACH_TITLE	Postman	0	Postman	郵便配達員	1.11.0-f3 にて追加	
4066	ACH_TITLE	JustTolling	0	Just Tolling	取り立て屋	1.11.0-f3 にて追加	
4067	ACH_TITLE	ScalingUp	0	Scaling Up	規模拡大	1.11.0-f3 にて追加	
4068	ACH_TITLE	Pioneer	0	Pioneer	パイオニア		
4069	ACH_TITLE	Decorator	0	Decorator	装飾職人		
4070	ACH_TITLE	Terraformer	0	Terraformer	テラフォーマー		
4071	ACH_TITLE	WellInformed	0	Well Informed	情報通		
4072	ACH_TITLE	CityPlanner	0	City Planner	シティプランナー		
4073	ACH_TITLE	Lawmaker	0	Lawmaker	立法者		
4074	ACH_TITLE	PowerAtYourFingertips	0	Power at Your Fingertips	全知全能		
4075	ACH_TITLE	HeavenlyCity	0	Heavenly City	天国の街		
4076	ACH_TITLE	Medic	0	Medic!	医者を呼べ！		
4077	ACH_TITLE	AHugeHadron	0	A Huge Hadron	巨大なハドロン		
4078	ACH_TITLE	BeamMeUp	0	Beam Me Up	転送を頼む		
4079	ACH_TITLE	NewEden	0	New Eden	ニューエデン		
4080	ACH_TITLE	ShortFuse	0	Short Fuse	ヒューズが飛んだ		
4081	ACH_TITLE	IWantItAll	0	I Want It All	全部が望みだ		
4082	ACH_TITLE	Metropolis	0	Metropolis	メトロポリス		
4083	ACH_TITLE	Distroy	0	Distroy	まちまち		
4084	ACH_TITLE	CityInMotion	0	City in Motion	City in Motion		
4085	ACH_TITLE	CityInMotion2	0	City in Motion 2	City in Motion 2		
4086	ACH_TITLE	ClimbingTheSocialLadder	0	Climbing the Social Ladder	出世街道		
4087	ACH_TITLE	UnpopularMayor	0	Unpopular Mayor	不人気市長		
4088	ACH_TITLE	RollingInDough	0	Rolling in Dough	金がうなってる		
4089	ACH_TITLE	FreneticPlayer	0	Frenetic Player	暴徒化プレイヤー		
4090	ACH_TITLE	HappyTown	0	Happy Town	幸せな街		
4091	ACH_TITLE	ToughCity	0	Tough City	無法都市		
4092	ACH_TITLE	FireWatch	0	Fire Watch	火の用心		
4093	ACH_TITLE	TheSafestTown	0	The Safest Town	最も安全な街		
4094	ACH_TITLE	ProfessionalDumper	0	Professional Dumper	プロの始末屋		
4095	ACH_TITLE	EarthlovingCity	0	Earthloving City	地球に優しい街		
4096	ACH_TITLE	HigherEducation	0	Higher Education	高等教育		
4097	ACH_TITLE	SIMulatedCity	0	SIMulated City	シムされたシティ		
4098	ACH_TITLE	SafeCity	0	Safe City	安全都市		
4099	ACH_TITLE	PowerToThePeople	0	Power to the People	市民にパワーを		
4100	ACH_TITLE	MakeThemPay	0	Make Them Pay	金を払え		
4101	ACH_DESC	LeisureSuites	0	Have 1000 squares of leisure specialized commercial zone.	レジャー特化の商業区画を1000マス作る		
4102	ACH_DESC	PlayingWithTheBoys	0	Have 1000 squares of tourism specialized commercial zone.	観光特化の商業区画を1000マス作る		
4103	ACH_DESC	PrisonBreak	0	Have 15 Prisons in the city.	街に刑務所を15個建てる。		
4104	ACH_DESC	1001Nights	0	Experience 1001 nights in the game.	ゲームにおいて1001晩の夜を過ごす。		
4105	ACH_DESC	QuayKing	0	Build one quay	岸壁を一つ建設する。		
4106	ACH_DESC	DoesMyBumLookBigInThis	0	Change Chirper look	チャーパーの見た目を変更する。		
4107	ACH_DESC	SingingInThe	0	Experience rain	雨を経験する。		
4108	ACH_DESC	FoggyWeather	0	Experience fog	霧を経験する。		
4109	ACH_DESC	WithCanalsYouCan	0	Build one canal	水路を一つ建設する。		
4110	ACH_DESC	Brrr	0	Create a winter map in map editor	マップエディタで冬季マップを作成する。		
4111	ACH_DESC	GetYourSnowshoesReady	0	Experience snowfall	降雪を経験する。		
4112	ACH_DESC	HeresATram	0	Have one tram line active	路面電車を1路線運行する。		
4113	ACH_DESC	ILoveTrams	0	Have 10 tram lines active	路面電車路線を10路線運行する。		
4114	ACH_DESC	AreTheyNakedInThere	0	Have a Sauna in the city	市内にサウナを設置する。		
4115	ACH_DESC	ItsWintertime	0	Change Chirper to a winter look	チャーパーを冬模様に変更する。		
4116	ACH_DESC	Speedup	0	Boost 100 km of streets with Road maintenance service	道路メンテナンスサービスで100kmの道路を保守する。		
4117	ACH_DESC	ThePlowmaster	0	Have snowplows collect 2000000 units of snow	除雪車で200万ユニットの雪を集める。		
4118	ACH_DESC	WeNeedSnorkels	0	Experience a tsunami.	津波を経験する。		
4119	ACH_DESC	ShakeItUp	0	Experience an earthquake.	地震を経験する。		
4120	ACH_DESC	ItsHeadingRightForUs	0	Experience a meteor strike.	隕石を経験する。		
4121	ACH_DESC	DropTheBase	0	Experience a sinkhole.	陥没を経験する。		
4122	ACH_DESC	RunBambi	0	Experience a forest fire.	森林火災を経験する。		
4123	ACH_DESC	ThunderAndLightning	0	Experience a thunderstorm.	雷雨を経験する。		
4124	ACH_DESC	TwistAndShout	0	Experience a tornado.	竜巻を経験する。		
4125	ACH_DESC	WhatThe	0	Experience a special disaster.	特別な災害を経験する。		
4126	ACH_DESC	EternalCity	0	Have ten disasters hit the same city.	同じ都市で10の災害を経験する。		
4127	ACH_DESC	Creator	0	Create 10 scenarios	10個のシナリオを作成する		
4128	ACH_DESC	WeHaveAWinner	0	Win 10 scenarios	10個のシナリオで勝利する		
4129	ACH_DESC	TheUnderdog	0	Lose 10 scenarios	10個のシナリオで敗北する		
4130	ACH_DESC	RejoiceAndBeFerry	0	Have 3 ferry lines.	3本のフェリー路線を運行する。		
4131	ACH_DESC	FerryFaerie	0	Have 15 ferry lines.	15本のフェリー路線を運行する。		
4132	ACH_DESC	Triorail	0	Have 3 monorail lines.	3本のモノレール路線を運行する。		
4133	ACH_DESC	NotSoMono	0	Have 10 monorail lines.	10本のモノレール路線を運行する。		
4134	ACH_DESC	ClarkCable	0	Transport 5 000 passengers with Cable Cars.	ロープウェイで5,000人を輸送する。		
4135	ACH_DESC	CablesGalore	0	Transport 20 000 passengers with Cable Cars.	ロープウェイで20,000人を輸送する。		
4136	ACH_DESC	BlimpBlimp	0	Have 3 blimp lines.	3本の飛行船路線を運行する。		
4137	ACH_DESC	PutSomeBlimpInYourBlimp	0	Have 10 blimp lines.	10本の飛行船路線を運行する。		
4138	ACH_DESC	ComboBreaker	0	Have one Ferry and Bus Exchange Stop, Metro-Monorail-Train Hub, Monorail-Bus Hub and Multiplatform Train Station.	フェリー・バスの乗り換え所、地下鉄・モノレール・鉄道の乗り換え駅、モノレール・バスの乗り換え駅、大型鉄道駅を建設する。		
4139	ACH_DESC	NomenEstOmen	0	Name a road.	道路に名前を付ける。		
4140	ACH_DESC	Centurion	0	Name 100 roads.	100カ所の道路に名前を付ける。		
4141	ACH_DESC	ItsCalledSteve	0	Name a road "Steve".	道路に「Steve」と命名する。		
4142	ACH_DESC	TotallyInMotion	0	Win all three Mass Transit scenarios	「Mass Transit」の追加シナリオ3本すべてで勝利する。		
4143	ACH_DESC	Reporting	0	Check a route of a citizens.	市民の移動経路を調査する。		
4144	ACH_DESC	SuperSelfSufficient	0	Have all residential zone in your city be specialized Self-Sufficient Housing.	すべての住宅区画を自給自足特化にする。	1.9.0-f5で追加	
4145	ACH_DESC	IToTheT	0	Have all office zone in your city be specialized IT-Cluster.	すべてのオフィス区画をITクラスター特化にする。	1.9.0-f5で追加	
4146	ACH_DESC	Organistic	0	Have all commercial zone in your city be specialized Organic and Local Produce.	すべての商業区画をオーガニック・地産地消特化にする。	1.9.0-f5で追加	
4147	ACH_DESC	GreenEnergy	0	Produce all electricity without using raw materials.	化石燃料（石炭石油原料）を使わずにすべての電力を発電する	1.9.0-f5で追加	11/1
4148	ACH_DESC	FriendlyTeaching	0	Build one of each eco-friendly schools: Community School, Institute of Creative Arts and Modern Technology Institute.	環境に配慮した学校（コミュニティ・スクール、創造芸術学院、科学技術研究所）を一つずつ建設する	1.9.0-f5で追加　全種類建設しないと達成できなかったので、挙動に合わせて修正（2017/10/26）	
4149	ACH_DESC	GreenestCity	0	Have no polluting industry in your city, only Office Zone and specialized zones.	都市から汚染を生み出す工場を排除する。オフィス区画と汚染のない特化産業区画はあってもよい。	1.9.0-f5で追加	
4150	ACH_DESC	TheParkToRuleAllParks	0	Have a maximum level park made with Park Tool.	パークツールを使って作成したパークのレベルを最高にする。	1.10.0-f3 にて追加	
4151	ACH_DESC	ParkingNotForbidden	0	Have 10 parks made with Park Tool.	パークツールを使って10個のパークを作る。	1.10.0-f3 にて追加	
4152	ACH_DESC	Z00	0	Have a park with all zoo buildings built in it.	動物園用の建物をすべて揃えたパークを作成する。	1.10.0-f3 にて追加	
4153	ACH_DESC	Ambulare	0	Have 5 pedestrian Walking Tour lines.	5つの徒歩観光ツアーコースを作成する。	1.10.0-f3 にて追加	
4154	ACH_DESC	MaintainThatPark	0	Have a Park Maintenance Service and a Zoo, Nature Reserve and Amusement Park in your city.	都市にパーク整備事務所、動物園、自然保護区、遊園地を建設する。	1.10.0-f3 にて追加	
4155	ACH_DESC	CoasterTycoon	0	Have a park with all Amusement Park buildings built in it.	遊園地用の建物をすべて揃えたパークを作成する。	1.10.0-f3 にて追加	
4156	ACH_DESC	Naturally	0	Have a park with all Nature Reserve buildings built in it.	自然保護区用の建物をすべて揃えたパークを作成する。	1.10.0-f3 にて追加	
4157	ACH_DESC	SightsToBeSeen	0	Have 15 Sightseeing Bus lines.	15の観光バス路線を作成する。	1.10.0-f3 にて追加	
